Date/Time,THERMAL ZONE 1:RUN PERIOD 1:ILLUMINANCE MAP 1 at 1.10m Illuminance [lux] (Hourly),RefPt1=(15.00:5.00:1.10),,,
 01/01 08:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;8.11)=,81,87,2763,2774,2792,2822,2862,2940,7779,7928
(11.00;9.00)=,82,87,2762,2772,2787,2810,2839,2888,7641,4892
 01/20 10:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,54,55,57,59,62,66,70,78,86,76
(11.00;1.89)=,55,57,59,62,66,74,83,103,139,178
(11.00;2.78)=,56,58,61,65,72,83,101,141,242,492
(11.00;3.67)=,57,60,63,69,78,95,122,188,364,14986
(11.00;4.56)=,58,61,65,72,84,106,142,230,7040,7349
(11.00;5.44)=,59,62,67,76,90,115,158,255,7064,7350
(11.00;6.33)=,60,64,69,78,93,121,165,261,7063,7345
(11.00;7.22)=,60,64,70,79,94,121,163,251,7039,7315
(11.00;8.11)=,61,65,70,79,93,116,153,226,6975,7164
(11.00;9.00)=,61,64,70,77,89,108,136,185,6863,6827
 01/20 11:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,31,32,33,36,39,44,50,60,71,59
(11.00;1.89)=,31,33,35,39,44,52,63,85,128,175
(11.00;2.78)=,32,34,37,42,49,61,79,121,221,453
(11.00;3.67)=,33,35,39,44,54,70,96,158,315,8755
(11.00;4.56)=,34,36,41,47,58,78,111,188,375,696
(11.00;5.44)=,34,37,42,49,62,84,121,204,398,700
(11.00;6.33)=,35,38,43,50,63,86,124,207,397,692
(11.00;7.22)=,35,38,43,51,63,85,121,197,369,653
(11.00;8.11)=,35,38,43,50,61,80,110,172,305,494
(11.00;9.00)=,35,38,42,48,57,73,95,136,207,209
 01/20 12:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,25,27,30,35,41,51,61,80,101,80
(11.00;1.89)=,26,29,33,39,48,63,83,124,203,292
(11.00;2.78)=,27,31,36,44,56,78,109,181,352,735
(11.00;3.67)=,29,33,39,48,64,92,135,237,492,1033
(11.00;4.56)=,29,34,41,52,70,103,156,279,577,1107
(11.00;5.44)=,30,35,42,54,74,110,168,302,613,1116
(11.00;6.33)=,31,36,43,55,76,112,171,303,608,1103
(11.00;7.22)=,31,36,43,55,74,108,163,282,558,1029
(11.00;8.11)=,30,35,42,53,70,99,145,240,446,745
(11.00;9.00)=,30,34,40,50,64,87,121,184,294,306
 01/20 13:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,21,23,26,30,36,45,56,74,99,75
(11.00;1.89)=,22,25,29,35,43,57,79,124,220,346
(11.00;2.78)=,24,27,32,39,51,72,107,186,393,866
(11.00;3.67)=,25,29,34,43,58,85,132,239,524,1104
(11.00;4.56)=,26,30,36,47,64,95,150,274,589,1151
(11.00;5.44)=,26,31,38,49,67,100,158,289,611,1157
(11.00;6.33)=,26,31,38,49,67,99,157,285,600,1146
(11.00;7.22)=,26,31,37,47,64,94,145,258,540,1066
(11.00;8.11)=,26,30,36,45,59,83,124,207,401,694
(11.00;9.00)=,25,28,34,41,52,70,98,147,232,223
 01/20 14:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,9,10,11,12,15,18,24,33,47,37
(11.00;1.89)=,9,10,12,14,18,24,34,56,109,191
(11.00;2.78)=,10,11,13,16,21,29,46,83,191,441
(11.00;3.67)=,10,12,14,18,24,34,56,105,243,527
(11.00;4.56)=,10,12,15,19,26,38,62,117,265,539
(11.00;5.44)=,11,12,15,19,26,39,65,121,270,541
(11.00;6.33)=,11,12,15,19,26,38,63,117,262,536
(11.00;7.22)=,11,12,15,18,25,35,57,103,229,491
(11.00;8.11)=,10,12,14,17,22,31,47,79,159,285
(11.00;9.00)=,10,11,13,15,19,25,35,52,82,73
 01/20 15:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,7,8,9,10,12,15,20,28,41,34
(11.00;1.89)=,7,8,9,11,14,19,28,47,94,169
(11.00;2.78)=,8,9,10,13,16,23,37,68,157,366
(11.00;3.67)=,8,9,11,14,18,27,44,83,195,425
(11.00;4.56)=,8,9,11,14,20,29,48,91,209,433
(11.00;5.44)=,8,10,12,15,20,30,49,93,211,433
(11.00;6.33)=,8,9,11,14,20,29,47,89,203,428
(11.00;7.22)=,8,9,11,14,18,26,42,76,174,387
(11.00;8.11)=,8,9,10,13,16,22,34,57,116,210
(11.00;9.00)=,7,8,10,11,14,18,25,37,57,49
 01/20 16:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,4,4,5,5,6,8,11,15,23,19
(11.00;1.89)=,4,4,5,6,8,10,15,25,52,94
(11.00;2.78)=,4,5,5,7,9,12,20,36,85,198
(11.00;3.67)=,4,5,6,7,10,14,23,44,104,227
(11.00;4.56)=,4,5,6,8,10,15,25,48,111,231
(11.00;5.44)=,4,5,6,8,10,15,26,49,111,231
(11.00;6.33)=,4,5,6,7,10,15,24,46,106,228
(11.00;7.22)=,4,5,6,7,9,13,21,39,90,205
(11.00;8.11)=,4,5,5,6,8,11,17,29,59,107
(11.00;9.00)=,4,4,5,6,7,9,13,18,28,24
 01/20 17:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,1,1,1,1,1,2,2,3,5,4
(11.00;1.89)=,1,1,1,1,2,2,3,6,12,21
(11.00;2.78)=,1,1,1,1,2,3,4,8,19,44
(11.00;3.67)=,1,1,1,2,2,3,5,10,23,50
(11.00;4.56)=,1,1,1,2,2,3,6,11,25,51
(11.00;5.44)=,1,1,1,2,2,3,6,11,25,51
(11.00;6.33)=,1,1,1,2,2,3,5,10,24,51
(11.00;7.22)=,1,1,1,2,2,3,5,9,20,45
(11.00;8.11)=,1,1,1,1,2,2,4,6,13,23
(11.00;9.00)=,1,1,1,1,2,2,3,4,6,5
Date/Time,THERMAL ZONE 1:RUN PERIOD 1:ILLUMINANCE MAP 1 at 1.10m Illuminance [lux] (Hourly),RefPt1=(15.00:5.00:1.10),,,
 01/21 08:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,2,2,3,3,4,4,6,8,12,9
(11.00;1.89)=,2,2,3,3,4,6,8,14,27,47
(11.00;2.78)=,2,3,3,4,5,7,11,20,46,116
(11.00;3.67)=,2,3,3,4,6,8,13,25,69,131
(11.00;4.56)=,2,3,3,4,6,9,27,40,73,133
(11.00;5.44)=,2,3,4,5,18,21,27,40,73,133
(11.00;6.33)=,2,3,4,4,18,21,27,39,71,132
(11.00;7.22)=,2,3,3,4,18,20,25,35,63,121
(11.00;8.11)=,2,3,3,4,17,19,22,29,46,70
(11.00;9.00)=,2,3,3,3,16,18,20,23,28,12
 01/21 09:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,7,8,9,10,12,15,20,27,38,29
(11.00;1.89)=,8,9,10,12,15,19,28,46,89,154
(11.00;2.78)=,8,9,11,13,17,24,38,69,156,408
(11.00;3.67)=,8,10,12,15,19,28,46,86,251,521
(11.00;4.56)=,9,10,12,16,21,31,105,150,321,527
(11.00;5.44)=,9,10,12,16,76,86,107,152,323,527
(11.00;6.33)=,9,10,12,16,75,85,105,148,316,523
(11.00;7.22)=,9,10,12,15,74,82,99,136,289,488
(11.00;8.11)=,8,10,11,14,72,78,91,115,230,320
(11.00;9.00)=,8,9,10,12,69,74,81,93,167,45
 01/21 10:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,8,9,10,12,14,18,23,32,46,36
(11.00;1.89)=,9,10,11,13,17,23,34,56,110,193
(11.00;2.78)=,9,10,12,15,20,28,45,83,192,447
(11.00;3.67)=,10,11,13,17,23,33,55,105,244,567
(11.00;4.56)=,10,11,14,18,25,37,61,116,280,551
(11.00;5.44)=,10,12,14,18,25,38,64,119,283,551
(11.00;6.33)=,10,12,14,18,25,37,61,114,274,546
(11.00;7.22)=,10,11,14,17,23,34,55,100,241,502
(11.00;8.11)=,10,11,13,16,21,29,44,75,168,291
(11.00;9.00)=,9,10,12,14,18,23,33,48,90,62
 01/21 11:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,15,17,19,22,26,32,43,58,82,62
(11.00;1.89)=,16,18,21,25,32,43,62,102,199,341
(11.00;2.78)=,17,20,23,29,38,54,85,155,358,837
(11.00;3.67)=,18,21,25,32,43,64,105,198,463,1096
(11.00;4.56)=,19,22,27,35,47,71,118,223,507,1029
(11.00;5.44)=,19,23,28,36,49,74,123,231,517,1031
(11.00;6.33)=,19,23,28,36,49,73,120,224,503,1022
(11.00;7.22)=,19,22,27,34,46,67,109,198,444,946
(11.00;8.11)=,19,21,26,32,42,58,89,152,310,562
(11.00;9.00)=,18,20,24,29,36,47,67,100,158,138
 01/21 12:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,16,17,19,22,26,33,43,59,83,64
(11.00;1.89)=,17,19,21,25,32,43,62,102,199,344
(11.00;2.78)=,17,20,23,29,38,53,85,154,356,834
(11.00;3.67)=,18,21,25,32,43,63,104,197,459,1004
(11.00;4.56)=,19,22,27,34,47,70,117,221,502,1027
(11.00;5.44)=,19,23,28,36,49,73,122,229,513,1029
(11.00;6.33)=,19,23,28,36,49,72,119,222,499,1020
(11.00;7.22)=,19,22,27,34,46,67,108,196,441,943
(11.00;8.11)=,19,21,26,32,41,58,89,151,308,559
(11.00;9.00)=,18,20,24,29,36,47,67,100,158,140
 01/21 13:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,14,15,17,19,23,28,37,52,74,58
(11.00;1.89)=,14,16,19,22,28,37,54,88,173,303
(11.00;2.78)=,15,17,20,25,33,46,73,132,305,714
(11.00;3.67)=,16,18,22,28,37,54,89,167,391,854
(11.00;4.56)=,16,19,23,30,40,60,99,187,426,874
(11.00;5.44)=,17,20,24,30,42,62,103,194,435,875
(11.00;6.33)=,17,20,24,30,41,61,100,187,422,868
(11.00;7.22)=,17,19,23,29,39,56,91,165,371,798
(11.00;8.11)=,16,18,22,27,35,49,75,127,257,466
(11.00;9.00)=,16,18,20,24,31,40,56,84,132,117
 01/21 14:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,14,15,17,19,22,28,36,48,67,53
(11.00;1.89)=,14,16,18,22,27,36,52,83,160,272
(11.00;2.78)=,15,17,20,25,32,45,70,127,288,670
(11.00;3.67)=,16,18,22,28,37,54,87,163,377,818
(11.00;4.56)=,17,19,23,30,40,60,99,185,415,841
(11.00;5.44)=,17,20,24,31,42,63,104,193,426,843
(11.00;6.33)=,17,20,24,31,42,62,102,188,416,836
(11.00;7.22)=,17,20,24,30,40,58,93,169,371,775
(11.00;8.11)=,17,19,23,28,37,51,78,132,265,473
(11.00;9.00)=,16,18,21,26,32,43,60,89,140,127
 01/21 15:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,8,9,10,12,14,17,23,33,48,39
(11.00;1.89)=,9,10,11,13,17,22,33,54,108,193
(11.00;2.78)=,9,10,12,15,20,27,44,80,184,428
(11.00;3.67)=,10,11,13,16,22,32,52,99,230,502
(11.00;4.56)=,10,11,14,17,24,35,58,109,249,513
(11.00;5.44)=,10,12,14,18,24,36,60,112,252,513
(11.00;6.33)=,10,11,14,18,24,35,57,107,243,508
(11.00;7.22)=,10,11,13,17,22,32,51,93,211,461
(11.00;8.11)=,9,11,13,15,20,28,42,70,142,257
(11.00;9.00)=,9,10,12,14,17,22,31,46,71,62
 01/21 16:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,4,4,5,6,7,9,12,16,24,20
(11.00;1.89)=,4,5,5,7,8,11,16,27,54,95
(11.00;2.78)=,4,5,6,7,10,13,21,39,89,205
(11.00;3.67)=,5,5,6,8,11,16,25,48,111,239
(11.00;4.56)=,5,5,7,8,11,17,28,52,119,243
(11.00;5.44)=,5,6,7,9,12,17,29,53,120,244
(11.00;6.33)=,5,6,7,8,11,17,27,51,115,241
(11.00;7.22)=,5,5,6,8,11,15,24,44,99,217
(11.00;8.11)=,5,5,6,7,9,13,20,33,66,118
(11.00;9.00)=,4,5,6,7,8,11,15,21,33,28
 01/21 17:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,3,3,3,4,5,7,9,12,16,12
(11.00;1.89)=,3,3,4,5,6,9,12,19,33,49
(11.00;2.78)=,3,3,4,5,7,11,16,26,51,96
(11.00;3.67)=,3,4,5,6,8,12,18,31,61,110
(11.00;4.56)=,3,4,5,6,9,13,19,34,65,113
(11.00;5.44)=,3,4,5,6,9,13,19,34,65,113
(11.00;6.33)=,3,4,4,6,8,12,18,31,61,111
(11.00;7.22)=,3,3,4,5,7,11,15,26,51,97
(11.00;8.11)=,3,3,4,5,6,9,12,19,33,51
(11.00;9.00)=,3,3,3,4,5,7,9,12,16,13
 01/21 18:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,0,0,0,0,0,0,0,0,0,0
(11.00;1.89)=,0,0,0,0,0,0,0,0,0,0
(11.00;2.78)=,0,0,0,0,0,0,0,0,0,0
(11.00;3.67)=,0,0,0,0,0,0,0,0,0,0
(11.00;4.56)=,0,0,0,0,0,0,0,0,0,0
(11.00;5.44)=,0,0,0,0,0,0,0,0,0,0
(11.00;6.33)=,0,0,0,0,0,0,0,0,0,0
(11.00;7.22)=,0,0,0,0,0,0,0,0,0,0
(11.00;8.11)=,0,0,0,0,0,0,0,0,0,0
(11.00;9.00)=,0,0,0,0,0,0,0,0,0,0
Date/Time,THERMAL ZONE 1:RUN PERIOD 1:ILLUMINANCE MAP 1 at 1.10m Illuminance [lux] (Hourly),RefPt1=(15.00:5.00:1.10),,,
 01/22 08:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,5,5,5,6,7,8,9,11,13,10
(11.00;1.89)=,5,5,6,7,9,11,14,21,33,46
(11.00;2.78)=,5,6,7,9,11,16,23,39,80,275
(11.00;3.67)=,6,7,9,11,15,22,34,65,231,316
(11.00;4.56)=,7,8,10,13,19,30,148,183,246,319
(11.00;5.44)=,7,9,12,16,124,137,154,188,249,320
(11.00;6.33)=,8,10,13,18,126,139,156,188,248,319
(11.00;7.22)=,9,11,14,18,127,138,154,184,239,310
(11.00;8.11)=,9,11,14,18,125,136,149,172,214,253
(11.00;9.00)=,9,11,13,17,123,131,139,152,161,30
 01/22 09:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,25,27,29,31,35,41,48,58,71,53
(11.00;1.89)=,27,29,32,36,43,53,69,101,167,244
(11.00;2.78)=,28,31,35,42,53,71,101,172,358,1357
(11.00;3.67)=,30,34,40,49,64,92,141,260,1111,2394
(11.00;4.56)=,32,37,44,56,77,115,738,880,1998,2415
(11.00;5.44)=,34,40,49,63,645,689,760,904,2016,2419
(11.00;6.33)=,36,42,52,68,651,696,765,904,2008,2412
(11.00;7.22)=,37,44,54,70,652,693,757,884,1967,2363
(11.00;8.11)=,38,45,54,69,647,683,736,837,1850,2079
(11.00;9.00)=,38,44,52,64,639,666,703,760,1642,170
 01/22 10:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,13,14,16,18,21,26,34,46,63,48
(11.00;1.89)=,14,15,17,21,26,34,49,80,153,259
(11.00;2.78)=,14,16,19,24,31,43,67,122,277,641
(11.00;3.67)=,15,17,21,26,35,51,84,157,363,1171
(11.00;4.56)=,16,18,22,28,39,57,95,178,674,1062
(11.00;5.44)=,16,19,23,29,40,60,99,185,682,1063
(11.00;6.33)=,16,19,23,29,40,59,97,179,671,1057
(11.00;7.22)=,16,19,22,28,38,55,88,159,626,1000
(11.00;8.11)=,16,18,21,26,34,48,73,123,522,709
(11.00;9.00)=,15,17,20,24,30,39,55,81,402,102
 01/22 11:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,19,21,24,27,32,40,52,70,96,72
(11.00;1.89)=,21,23,27,32,40,53,76,123,237,400
(11.00;2.78)=,22,25,29,36,47,67,105,190,435,1016
(11.00;3.67)=,23,27,32,40,54,80,130,245,571,1620
(11.00;4.56)=,24,28,34,44,60,89,148,278,628,1267
(11.00;5.44)=,25,29,35,45,62,93,155,290,643,1269
(11.00;6.33)=,25,29,35,45,62,92,152,282,627,1260
(11.00;7.22)=,24,29,34,44,59,86,138,252,559,1173
(11.00;8.11)=,24,28,33,41,53,75,115,195,396,716
(11.00;9.00)=,23,26,30,37,46,61,87,130,205,180
 01/22 12:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,22,24,27,31,37,45,58,76,102,75
(11.00;1.89)=,24,27,31,36,45,60,85,135,251,409
(11.00;2.78)=,25,29,34,42,54,76,118,211,473,1098
(11.00;3.67)=,27,31,37,47,63,92,148,277,636,1381
(11.00;4.56)=,28,33,40,51,70,104,170,319,711,1425
(11.00;5.44)=,29,34,41,54,74,110,181,336,735,1430
(11.00;6.33)=,29,34,42,54,74,111,180,332,723,1419
(11.00;7.22)=,29,34,41,53,71,104,166,301,654,1333
(11.00;8.11)=,28,33,39,49,65,92,141,239,480,859
(11.00;9.00)=,27,31,37,45,57,77,109,164,262,242
 01/22 13:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,21,23,26,30,35,44,55,73,96,73
(11.00;1.89)=,22,25,28,34,42,56,77,120,212,330
(11.00;2.78)=,23,26,31,38,50,70,103,179,375,818
(11.00;3.67)=,24,28,33,42,57,82,127,230,498,1043
(11.00;4.56)=,25,29,35,45,62,92,144,263,560,1088
(11.00;5.44)=,25,30,36,47,65,96,152,276,580,1093
(11.00;6.33)=,26,30,37,47,65,96,150,271,569,1082
(11.00;7.22)=,25,30,36,46,62,90,139,245,511,1004
(11.00;8.11)=,25,29,34,43,57,80,118,197,380,655
(11.00;9.00)=,24,27,32,39,50,67,93,140,220,211
 01/22 14:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,19,21,24,28,34,43,54,72,94,72
(11.00;1.89)=,20,22,26,32,40,54,73,113,192,287
(11.00;2.78)=,21,24,28,35,47,66,94,159,312,626
(11.00;3.67)=,21,25,30,38,52,75,112,196,398,776
(11.00;4.56)=,22,26,31,40,55,81,123,218,439,808
(11.00;5.44)=,22,26,32,41,56,83,127,224,450,812
(11.00;6.33)=,22,26,31,40,55,81,122,216,435,800
(11.00;7.22)=,22,25,30,38,51,74,110,190,380,725
(11.00;8.11)=,21,24,29,35,46,64,92,148,272,448
(11.00;9.00)=,20,23,26,32,40,53,71,104,157,148
 01/22 15:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,16,18,21,25,30,39,48,65,84,64
(11.00;1.89)=,17,19,23,28,36,49,65,99,162,233
(11.00;2.78)=,17,20,24,31,41,58,81,133,245,439
(11.00;3.67)=,18,21,25,33,44,64,93,157,295,519
(11.00;4.56)=,18,21,26,34,46,68,99,169,318,538
(11.00;5.44)=,18,21,26,33,46,67,99,170,321,540
(11.00;6.33)=,17,20,25,32,43,63,92,159,303,528
(11.00;7.22)=,17,20,23,30,39,56,80,134,253,462
(11.00;8.11)=,16,18,22,27,34,47,64,100,170,258
(11.00;9.00)=,15,17,20,24,29,38,48,67,94,84
 01/22 16:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,11,13,15,18,22,29,36,48,63,47
(11.00;1.89)=,12,14,16,20,27,37,49,75,124,177
(11.00;2.78)=,12,14,18,23,30,44,61,101,185,325
(11.00;3.67)=,13,15,19,24,33,49,70,118,220,374
(11.00;4.56)=,13,15,19,25,34,51,74,126,233,385
(11.00;5.44)=,13,15,19,24,34,50,73,126,234,385
(11.00;6.33)=,12,14,18,23,32,47,68,116,219,377
(11.00;7.22)=,12,14,17,21,28,41,58,96,180,327
(11.00;8.11)=,11,13,15,19,24,33,45,69,116,170
(11.00;9.00)=,10,12,14,16,20,26,33,44,60,50
 01/22 17:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,6,7,8,10,12,16,20,27,35,26
(11.00;1.89)=,6,7,9,11,15,20,28,43,71,101
(11.00;2.78)=,6,8,10,12,17,25,35,58,107,187
(11.00;3.67)=,7,8,10,13,19,28,40,68,126,212
(11.00;4.56)=,7,8,10,14,19,29,42,72,133,216
(11.00;5.44)=,7,8,10,14,19,29,42,72,133,216
(11.00;6.33)=,6,8,10,13,18,26,38,66,124,212
(11.00;7.22)=,6,7,9,12,16,23,32,54,101,183
(11.00;8.11)=,6,7,8,10,13,18,25,38,63,91
(11.00;9.00)=,5,6,7,9,11,14,17,23,31,24
 01/22 18:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,0,0,0,0,0,0,0,0,0,0
(11.00;1.89)=,0,0,0,0,0,0,0,0,0,0
(11.00;2.78)=,0,0,0,0,0,0,0,0,0,0
(11.00;3.67)=,0,0,0,0,0,0,0,0,0,0
(11.00;4.56)=,0,0,0,0,0,0,0,0,0,0
(11.00;5.44)=,0,0,0,0,0,0,0,0,0,0
(11.00;6.33)=,0,0,0,0,0,0,0,0,0,0
(11.00;7.22)=,0,0,0,0,0,0,0,0,0,0
(11.00;8.11)=,0,0,0,0,0,0,0,0,0,0
(11.00;9.00)=,0,0,0,0,0,0,0,0,0,0
Date/Time,THERMAL ZONE 1:RUN PERIOD 1:ILLUMINANCE MAP 1 at 1.10m Illuminance [lux] (Hourly),RefPt1=(15.00:5.00:1.10),,,
 01/23 08:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,8,8,9,10,11,13,14,17,19,14
(11.00;1.89)=,8,9,10,12,14,18,22,31,48,64
(11.00;2.78)=,9,10,12,14,18,25,35,60,121,487
(11.00;3.67)=,10,12,14,18,24,36,54,101,429,552
(11.00;4.56)=,11,13,16,22,31,48,304,358,452,557
(11.00;5.44)=,12,15,19,26,266,286,314,366,458,558
(11.00;6.33)=,14,17,21,29,270,290,316,366,456,557
(11.00;7.22)=,15,18,23,30,270,289,314,360,445,545
(11.00;8.11)=,15,18,23,30,269,285,306,344,408,465
(11.00;9.00)=,15,18,22,28,265,277,292,311,325,47
